fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2023-08-03;Burgos;129880;7;;;9059;42.383333,-3.666667
2023-08-03;Valladolid;197362;15;;;47186;41.583333,-4.666667
2023-08-03;Palencia;68008;10;;;34120;42.432128,-4.520647
2023-08-03;Salamanca;119237;9;;;37274;40.833333,-6.0
2023-08-03;Soria;35214;8;;;42173;41.666667,-2.666667
2023-08-03;Zamora;58747;7;;;49275;41.75,-6.0
2023-08-03;León;150925;22;;;24089;42.666667,-6.0
2023-08-03;Segovia;;3;;;40004;41.166667,-4.0
2023-08-02;Ávila;;11;;;5019;40.616092,-4.929031
2023-08-02;Burgos;129873;13;;;9059;42.383333,-3.666667
2023-08-02;Palencia;67998;2;;;34120;42.432128,-4.520647
2023-08-02;Valladolid;197347;11;;;47186;41.583333,-4.666667
2023-08-02;León;150903;19;;;24089;42.666667,-6.0
2023-08-02;Salamanca;119228;14;;;37274;40.833333,-6.0
2023-08-02;Segovia;;6;;;40004;41.166667,-4.0
2023-08-02;Soria;35206;14;;;42173;41.666667,-2.666667
2023-08-02;Zamora;58740;7;;;49275;41.75,-6.0
2023-08-01;León;150884;24;;;24089;42.666667,-6.0
2023-08-01;Palencia;67996;7;;;34120;42.432128,-4.520647
2023-08-01;Zamora;58733;6;;;49275;41.75,-6.0
2023-08-01;Burgos;129860;6;;;9059;42.383333,-3.666667
2023-08-01;Valladolid;197336;20;;;47186;41.583333,-4.666667
2023-08-01;Ávila;;3;;;5019;40.616092,-4.929031
2023-08-01;Salamanca;119214;7;;;37274;40.833333,-6.0
2023-08-01;Segovia;;4;;;40004;41.166667,-4.0
2023-08-01;Soria;35192;4;;;42173;41.666667,-2.666667
2023-07-31;León;150860;22;;;24089;42.666667,-6.0
2023-07-31;Salamanca;119207;17;;;37274;40.833333,-6.0
2023-07-31;Segovia;;23;;;40004;41.166667,-4.0
2023-07-31;Valladolid;197316;37;;;47186;41.583333,-4.666667
2023-07-31;Ávila;;4;;;5019;40.616092,-4.929031
2023-07-31;Burgos;129854;15;;;9059;42.383333,-3.666667
2023-07-31;Palencia;67989;3;;;34120;42.432128,-4.520647
2023-07-31;Soria;35188;4;;;42173;41.666667,-2.666667
2023-07-31;Zamora;58727;16;;;49275;41.75,-6.0
2023-07-30;Ávila;;5;;;5019;40.616092,-4.929031
2023-07-30;Burgos;129839;6;;;9059;42.383333,-3.666667
2023-07-30;León;150838;11;;;24089;42.666667,-6.0
2023-07-30;Segovia;;11;;;40004;41.166667,-4.0
2023-07-30;Soria;35184;1;;;42173;41.666667,-2.666667
2023-07-30;Salamanca;119190;2;;;37274;40.833333,-6.0
2023-07-30;Zamora;58711;2;;;49275;41.75,-6.0
2023-07-30;Palencia;67986;5;;;34120;42.432128,-4.520647
2023-07-30;Valladolid;197279;8;;;47186;41.583333,-4.666667
2023-07-29;Ávila;;5;;;5019;40.616092,-4.929031
2023-07-29;León;150827;3;;;24089;42.666667,-6.0
2023-07-29;Salamanca;119188;7;;;37274;40.833333,-6.0
2023-07-29;Segovia;;;;;40004;41.166667,-4.0
2023-07-29;Soria;35183;3;;;42173;41.666667,-2.666667
2023-07-29;Valladolid;197271;6;;;47186;41.583333,-4.666667
2023-07-29;Zamora;58709;6;;;49275;41.75,-6.0
2023-07-29;Burgos;129833;3;;;9059;42.383333,-3.666667
2023-07-29;Palencia;67981;4;;;34120;42.432128,-4.520647
2023-07-28;León;150824;17;;;24089;42.666667,-6.0
2023-07-28;Palencia;67977;5;;;34120;42.432128,-4.520647
2023-07-28;Salamanca;119181;5;;;37274;40.833333,-6.0
2023-07-28;Segovia;52074;2;;;40004;41.166667,-4.0
2023-07-28;Ávila;;5;;;5019;40.616092,-4.929031
2023-07-28;Burgos;129830;9;;;9059;42.383333,-3.666667
2023-07-28;Soria;35180;8;;;42173;41.666667,-2.666667
2023-07-28;Valladolid;197265;7;;;47186;41.583333,-4.666667
2023-07-28;Zamora;58703;11;;;49275;41.75,-6.0
2023-07-27;León;150807;12;;;24089;42.666667,-6.0
2023-07-27;Soria;35172;4;;;42173;41.666667,-2.666667
2023-07-27;Burgos;129821;12;;;9059;42.383333,-3.666667
2023-07-27;Palencia;67972;2;;;34120;42.432128,-4.520647
2023-07-27;Segovia;52072;1;;;40004;41.166667,-4.0
2023-07-27;Valladolid;197258;8;;;47186;41.583333,-4.666667
2023-07-27;Ávila;;5;;;5019;40.616092,-4.929031
2023-07-27;Salamanca;119176;17;;;37274;40.833333,-6.0
2023-07-27;Zamora;58692;12;;;49275;41.75,-6.0
2023-07-26;León;150795;20;;;24089;42.666667,-6.0
2023-07-26;Salamanca;119159;5;;;37274;40.833333,-6.0
2023-07-26;Ávila;;8;;;5019;40.616092,-4.929031
2023-07-26;Burgos;129809;15;;;9059;42.383333,-3.666667
2023-07-26;Segovia;52071;3;;;40004;41.166667,-4.0
2023-07-26;Soria;35168;5;;;42173;41.666667,-2.666667
2023-07-26;Valladolid;197250;10;;;47186;41.583333,-4.666667
2023-07-26;Palencia;67970;3;;;34120;42.432128,-4.520647
2023-07-26;Zamora;58680;5;;;49275;41.75,-6.0
2023-07-25;Ávila;;;;;5019;40.616092,-4.929031
2023-07-25;Burgos;129794;8;;;9059;42.383333,-3.666667
2023-07-25;León;150775;10;;;24089;42.666667,-6.0
2023-07-25;Palencia;67967;3;;;34120;42.432128,-4.520647
2023-07-25;Valladolid;197240;7;;;47186;41.583333,-4.666667
2023-07-25;Salamanca;119154;7;;;37274;40.833333,-6.0
2023-07-25;Segovia;52068;2;;;40004;41.166667,-4.0
2023-07-25;Soria;35163;1;;;42173;41.666667,-2.666667
2023-07-25;Zamora;58675;3;;;49275;41.75,-6.0
2023-07-24;Ávila;;12;;;5019;40.616092,-4.929031
2023-07-24;Zamora;58672;5;;;49275;41.75,-6.0
2023-07-24;Palencia;67964;3;;;34120;42.432128,-4.520647
2023-07-24;Salamanca;119147;4;;;37274;40.833333,-6.0
2023-07-24;Segovia;52066;0;;;40004;41.166667,-4.0
2023-07-24;Soria;35162;2;;;42173;41.666667,-2.666667
2023-07-24;Valladolid;197233;13;;;47186;41.583333,-4.666667
2023-07-24;Burgos;129786;30;;;9059;42.383333,-3.666667
2023-07-24;León;150765;15;;;24089;42.666667,-6.0
2023-07-23;León;150750;5;;;24089;42.666667,-6.0
2023-07-23;Soria;35160;3;;;42173;41.666667,-2.666667
2023-07-23;Ávila;;;;;5019;40.616092,-4.929031
2023-07-23;Burgos;129756;6;;;9059;42.383333,-3.666667
2023-07-23;Salamanca;119143;7;;;37274;40.833333,-6.0
2023-07-23;Zamora;58667;4;;;49275;41.75,-6.0
2023-07-23;Palencia;67961;1;;;34120;42.432128,-4.520647
2023-07-23;Segovia;52066;1;;;40004;41.166667,-4.0
2023-07-23;Valladolid;197220;3;;;47186;41.583333,-4.666667
2023-07-22;Soria;35157;2;;;42173;41.666667,-2.666667
2023-07-22;Valladolid;197217;3;;;47186;41.583333,-4.666667
2023-07-22;Zamora;58663;2;;;49275;41.75,-6.0
2023-07-22;Burgos;129750;9;;;9059;42.383333,-3.666667
2023-07-22;Ávila;56786;2;;;5019;40.616092,-4.929031
2023-07-22;León;150745;9;;;24089;42.666667,-6.0
2023-07-22;Palencia;67960;0;;;34120;42.432128,-4.520647
2023-07-22;Salamanca;119136;7;;;37274;40.833333,-6.0
2023-07-22;Segovia;52065;2;;;40004;41.166667,-4.0
2023-07-21;Ávila;56784;5;;;5019;40.616092,-4.929031
2023-07-21;Soria;35155;0;;;42173;41.666667,-2.666667
2023-07-21;Valladolid;197214;11;;;47186;41.583333,-4.666667
2023-07-21;Burgos;129741;6;;;9059;42.383333,-3.666667
2023-07-21;Salamanca;119129;8;;;37274;40.833333,-6.0
2023-07-21;Segovia;52063;1;;;40004;41.166667,-4.0
2023-07-21;Zamora;58661;5;;;49275;41.75,-6.0
2023-07-21;León;150736;16;;;24089;42.666667,-6.0
2023-07-21;Palencia;67960;1;;;34120;42.432128,-4.520647
2023-07-20;Ávila;56779;5;;;5019;40.616092,-4.929031
2023-07-20;Soria;35155;6;;;42173;41.666667,-2.666667
2023-07-20;Burgos;129735;9;;;9059;42.383333,-3.666667
2023-07-20;Zamora;58656;3;;;49275;41.75,-6.0
2023-07-20;León;150720;10;;;24089;42.666667,-6.0
2023-07-20;Palencia;67959;1;;;34120;42.432128,-4.520647
2023-07-20;Salamanca;119121;13;;;37274;40.833333,-6.0
2023-07-20;Segovia;52062;1;;;40004;41.166667,-4.0
2023-07-20;Valladolid;197203;15;;;47186;41.583333,-4.666667
2023-07-19;Ávila;56774;6;;;5019;40.616092,-4.929031
2023-07-19;Segovia;52061;0;;;40004;41.166667,-4.0
2023-07-19;Burgos;129726;4;;;9059;42.383333,-3.666667
2023-07-19;Palencia;67958;3;;;34120;42.432128,-4.520647
2023-07-19;Salamanca;119108;33;;;37274;40.833333,-6.0
2023-07-19;Soria;35149;2;;;42173;41.666667,-2.666667
2023-07-19;Valladolid;197188;10;;;47186;41.583333,-4.666667
2023-07-19;Zamora;58653;8;;;49275;41.75,-6.0
2023-07-19;León;150710;15;;;24089;42.666667,-6.0
2023-07-18;Burgos;129722;7;;;9059;42.383333,-3.666667
2023-07-18;León;150695;12;;;24089;42.666667,-6.0
2023-07-18;Palencia;67955;2;;;34120;42.432128,-4.520647
2023-07-18;Valladolid;197178;8;;;47186;41.583333,-4.666667
2023-07-18;Zamora;58645;2;;;49275;41.75,-6.0
2023-07-18;Salamanca;119075;16;;;37274;40.833333,-6.0
2023-07-18;Segovia;52061;1;;;40004;41.166667,-4.0
2023-07-18;Ávila;56768;23;;;5019;40.616092,-4.929031
2023-07-18;Soria;35147;7;;;42173;41.666667,-2.666667
2023-07-17;Burgos;129715;2;;;9059;42.383333,-3.666667
2023-07-17;Zamora;58643;16;;;49275;41.75,-6.0
2023-07-17;León;150683;11;;;24089;42.666667,-6.0
2023-07-17;Palencia;67953;2;;;34120;42.432128,-4.520647
2023-07-17;Soria;35140;1;;;42173;41.666667,-2.666667
2023-07-17;Ávila;56745;1;;;5019;40.616092,-4.929031
2023-07-17;Salamanca;119059;4;;;37274;40.833333,-6.0
2023-07-17;Segovia;52060;0;;;40004;41.166667,-4.0
2023-07-17;Valladolid;197170;7;;;47186;41.583333,-4.666667
2023-07-16;Ávila;56744;2;;;5019;40.616092,-4.929031
2023-07-16;Palencia;67951;2;;;34120;42.432128,-4.520647
2023-07-16;Segovia;52060;2;;;40004;41.166667,-4.0
2023-07-16;Valladolid;197163;2;;;47186;41.583333,-4.666667
2023-07-16;Burgos;129713;5;;;9059;42.383333,-3.666667
2023-07-16;León;150672;4;;;24089;42.666667,-6.0
2023-07-16;Salamanca;119055;1;;;37274;40.833333,-6.0
2023-07-16;Soria;35139;2;;;42173;41.666667,-2.666667
2023-07-16;Zamora;58627;2;;;49275;41.75,-6.0
2023-07-15;Palencia;67949;0;;;34120;42.432128,-4.520647
2023-07-15;Salamanca;119054;3;;;37274;40.833333,-6.0
2023-07-15;Zamora;58625;1;;;49275;41.75,-6.0
2023-07-15;Ávila;56742;3;;;5019;40.616092,-4.929031
2023-07-15;Soria;35137;0;;;42173;41.666667,-2.666667
2023-07-15;Valladolid;197161;2;;;47186;41.583333,-4.666667
2023-07-15;Burgos;129708;4;;;9059;42.383333,-3.666667
2023-07-15;León;150668;7;;;24089;42.666667,-6.0
2023-07-15;Segovia;52058;1;;;40004;41.166667,-4.0
2023-07-14;Ávila;56739;2;;;5019;40.616092,-4.929031
2023-07-14;Salamanca;119051;1;;;37274;40.833333,-6.0
2023-07-14;Valladolid;197159;6;;;47186;41.583333,-4.666667
2023-07-14;Zamora;58624;4;;;49275;41.75,-6.0
2023-07-14;León;150661;10;;;24089;42.666667,-6.0
2023-07-14;Segovia;52057;1;;;40004;41.166667,-4.0
2023-07-14;Soria;35137;4;;;42173;41.666667,-2.666667
2023-07-14;Burgos;129704;6;;;9059;42.383333,-3.666667
2023-07-14;Palencia;67949;1;;;34120;42.432128,-4.520647
2023-07-13;Ávila;56735;2;;;5019;40.616092,-4.929031
2023-07-13;Burgos;129701;6;;;9059;42.383333,-3.666667
2023-07-13;Segovia;52057;1;;;40004;41.166667,-4.0
2023-07-13;Zamora;58620;4;;;49275;41.75,-6.0
2023-07-13;León;150650;10;;;24089;42.666667,-6.0
2023-07-13;Palencia;67942;1;;;34120;42.432128,-4.520647
2023-07-13;Salamanca;119043;1;;;37274;40.833333,-6.0
2023-07-13;Soria;35135;4;;;42173;41.666667,-2.666667
2023-07-13;Valladolid;197154;6;;;47186;41.583333,-4.666667
2023-07-12;Palencia;67941;0;;;34120;42.432128,-4.520647
2023-07-12;Segovia;52056;4;;;40004;41.166667,-4.0
2023-07-12;Soria;35131;4;;;42173;41.666667,-2.666667
2023-07-12;Ávila;56733;2;;;5019;40.616092,-4.929031
2023-07-12;León;150640;10;;;24089;42.666667,-6.0
2023-07-12;Salamanca;119042;1;;;37274;40.833333,-6.0
2023-07-12;Valladolid;197148;2;;;47186;41.583333,-4.666667
2023-07-12;Zamora;58616;6;;;49275;41.75,-6.0
2023-07-12;Burgos;129695;10;;;9059;42.383333,-3.666667
2023-07-11;Burgos;129685;7;;;9059;42.383333,-3.666667
2023-07-11;Salamanca;119041;3;;;37274;40.833333,-6.0
2023-07-11;Segovia;52052;0;;;40004;41.166667,-4.0
2023-07-11;Ávila;56731;1;;;5019;40.616092,-4.929031
2023-07-11;León;150630;7;;;24089;42.666667,-6.0
2023-07-11;Palencia;67941;2;;;34120;42.432128,-4.520647
2023-07-11;Soria;35127;7;;;42173;41.666667,-2.666667
2023-07-11;Zamora;58610;1;;;49275;41.75,-6.0
2023-07-11;Valladolid;197146;2;;;47186;41.583333,-4.666667
2023-07-10;León;150623;12;;;24089;42.666667,-6.0
2023-07-10;Zamora;58609;6;;;49275;41.75,-6.0
2023-07-10;Palencia;67939;3;;;34120;42.432128,-4.520647
2023-07-10;Salamanca;119038;7;;;37274;40.833333,-6.0
2023-07-10;Ávila;56730;3;;;5019;40.616092,-4.929031
2023-07-10;Burgos;129678;6;;;9059;42.383333,-3.666667
2023-07-10;Segovia;52052;2;;;40004;41.166667,-4.0
2023-07-10;Soria;35120;2;;;42173;41.666667,-2.666667
2023-07-10;Valladolid;197144;8;;;47186;41.583333,-4.666667
2023-07-09;Ávila;56727;0;;;5019;40.616092,-4.929031
2023-07-09;León;150611;4;;;24089;42.666667,-6.0
2023-07-09;Valladolid;197136;4;;;47186;41.583333,-4.666667
2023-07-09;Zamora;58603;2;;;49275;41.75,-6.0
2023-07-09;Salamanca;119031;2;;;37274;40.833333,-6.0
2023-07-09;Soria;35118;0;;;42173;41.666667,-2.666667
2023-07-09;Burgos;129672;5;;;9059;42.383333,-3.666667
2023-07-09;Palencia;67936;0;;;34120;42.432128,-4.520647
2023-07-09;Segovia;52050;1;;;40004;41.166667,-4.0
2023-07-08;Burgos;129667;3;;;9059;42.383333,-3.666667
2023-07-08;León;150607;5;;;24089;42.666667,-6.0
2023-07-08;Segovia;52049;0;;;40004;41.166667,-4.0
2023-07-08;Salamanca;119029;5;;;37274;40.833333,-6.0
2023-07-08;Ávila;56727;5;;;5019;40.616092,-4.929031
2023-07-08;Palencia;67936;0;;;34120;42.432128,-4.520647
2023-07-08;Soria;35118;3;;;42173;41.666667,-2.666667
2023-07-08;Valladolid;197132;3;;;47186;41.583333,-4.666667
2023-07-08;Zamora;58601;1;;;49275;41.75,-6.0
2023-07-07;Segovia;52049;1;2992;485;40004;41.166667,-4.0
2023-07-07;León;150602;10;10593;1754;24089;42.666667,-6.0
2023-07-07;Palencia;67936;0;4519;761;34120;42.432128,-4.520647
2023-07-07;Zamora;58600;2;4231;756;49275;41.75,-6.0
2023-07-07;Ávila;56722;4;3775;655;5019;40.616092,-4.929031
2023-07-07;Burgos;129664;5;8294;1189;9059;42.383333,-3.666667
2023-07-07;Salamanca;119024;7;7520;1275;37274;40.833333,-6.0
2023-07-07;Soria;35115;4;2289;398;42173;41.666667,-2.666667
2023-07-07;Valladolid;197129;4;13336;1788;47186;41.583333,-4.666667
2023-07-06;Palencia;67936;1;4517;760;34120;42.432128,-4.520647
2023-07-06;Ávila;56718;4;3774;655;5019;40.616092,-4.929031
2023-07-06;Salamanca;119017;9;7518;1275;37274;40.833333,-6.0
2023-07-06;Soria;35111;3;2288;398;42173;41.666667,-2.666667
2023-07-06;Valladolid;197125;5;13335;1788;47186;41.583333,-4.666667
2023-07-06;Burgos;129659;5;8294;1189;9059;42.383333,-3.666667
2023-07-06;León;150592;9;10592;1754;24089;42.666667,-6.0
2023-07-06;Segovia;52048;2;2992;485;40004;41.166667,-4.0
2023-07-06;Zamora;58598;2;4230;756;49275;41.75,-6.0
2023-07-05;Salamanca;119008;3;7516;1275;37274;40.833333,-6.0
2023-07-05;Soria;35108;1;2288;398;42173;41.666667,-2.666667
2023-07-05;Zamora;58596;1;4230;756;49275;41.75,-6.0
2023-07-05;Ávila;56714;5;3773;655;5019;40.616092,-4.929031
2023-07-05;Burgos;129654;4;8294;1189;9059;42.383333,-3.666667
2023-07-05;Segovia;52046;0;2992;485;40004;41.166667,-4.0
2023-07-05;León;150583;6;10591;1754;24089;42.666667,-6.0
2023-07-05;Palencia;67935;2;4517;760;34120;42.432128,-4.520647
2023-07-05;Valladolid;197120;4;13335;1788;47186;41.583333,-4.666667
2023-07-04;Ávila;56709;4;3772;655;5019;40.616092,-4.929031
2023-07-04;Palencia;67933;1;4517;760;34120;42.432128,-4.520647
2023-07-04;Valladolid;197116;3;13332;1788;47186;41.583333,-4.666667
2023-07-04;Zamora;58595;5;4228;756;49275;41.75,-6.0
2023-07-04;Burgos;129650;5;8293;1189;9059;42.383333,-3.666667
2023-07-04;León;150577;7;10588;1753;24089;42.666667,-6.0
2023-07-04;Salamanca;119005;10;7515;1275;37274;40.833333,-6.0
2023-07-04;Segovia;52046;1;2992;485;40004;41.166667,-4.0
2023-07-04;Soria;35107;2;2287;398;42173;41.666667,-2.666667
2023-07-03;Ávila;56705;6;3771;655;5019;40.616092,-4.929031
2023-07-03;Segovia;52045;0;2991;485;40004;41.166667,-4.0
2023-07-03;Soria;35105;4;2287;398;42173;41.666667,-2.666667
2023-07-03;Valladolid;197113;5;13331;1788;47186;41.583333,-4.666667
2023-07-03;Burgos;129645;6;8293;1189;9059;42.383333,-3.666667
2023-07-03;León;150570;14;10587;1753;24089;42.666667,-6.0
2023-07-03;Palencia;67932;1;4516;760;34120;42.432128,-4.520647
2023-07-03;Zamora;58590;4;4227;756;49275;41.75,-6.0
2023-07-03;Salamanca;118995;6;7514;1275;37274;40.833333,-6.0
2023-07-02;Burgos;129639;1;8293;1189;9059;42.383333,-3.666667
2023-07-02;Salamanca;118989;1;7514;1275;37274;40.833333,-6.0
2023-07-02;Soria;35101;1;2287;398;42173;41.666667,-2.666667
2023-07-02;Valladolid;197108;3;13331;1788;47186;41.583333,-4.666667
2023-07-02;León;150556;4;10587;1753;24089;42.666667,-6.0
2023-07-02;Zamora;58586;1;4227;756;49275;41.75,-6.0
2023-07-02;Ávila;56699;1;3771;655;5019;40.616092,-4.929031
2023-07-02;Palencia;67931;0;4516;760;34120;42.432128,-4.520647
2023-07-02;Segovia;52045;1;2991;485;40004;41.166667,-4.0
2023-07-01;Salamanca;118988;2;7514;1275;37274;40.833333,-6.0
2023-07-01;Soria;35100;1;2287;398;42173;41.666667,-2.666667
2023-07-01;Ávila;56698;2;3771;655;5019;40.616092,-4.929031
2023-07-01;Burgos;129638;1;8292;1188;9059;42.383333,-3.666667
2023-07-01;Segovia;52044;0;2991;485;40004;41.166667,-4.0
2023-07-01;Valladolid;197105;0;13331;1788;47186;41.583333,-4.666667
2023-07-01;Zamora;58585;2;4226;756;49275;41.75,-6.0
2023-07-01;León;150552;5;10587;1753;24089;42.666667,-6.0
2023-07-01;Palencia;67931;0;4516;760;34120;42.432128,-4.520647
2023-06-30;León;150547;8;10584;1753;24089;42.666667,-6.0
2023-06-30;Salamanca;118986;7;7507;1275;37274;40.833333,-6.0
2023-06-30;Segovia;52044;1;2991;485;40004;41.166667,-4.0
2023-06-30;Soria;35099;1;2287;398;42173;41.666667,-2.666667
2023-06-30;Zamora;58583;0;4225;756;49275;41.75,-6.0
2023-06-30;Burgos;129637;7;8292;1188;9059;42.383333,-3.666667
2023-06-30;Palencia;67931;2;4516;760;34120;42.432128,-4.520647
2023-06-30;Valladolid;197105;7;13330;1788;47186;41.583333,-4.666667
2023-06-30;Ávila;56696;2;3771;655;5019;40.616092,-4.929031
2023-06-29;Ávila;;2;3770;655;5019;40.616092,-4.929031
2023-06-29;Salamanca;118983;6;7506;1275;37274;40.833333,-6.0
2023-06-29;Soria;35097;1;2287;398;42173;41.666667,-2.666667
2023-06-29;Valladolid;197075;5;13328;1787;47186;41.583333,-4.666667
2023-06-29;Burgos;129632;7;8292;1188;9059;42.383333,-3.666667
2023-06-29;Segovia;52035;1;2991;485;40004;41.166667,-4.0
2023-06-29;Zamora;58575;0;4225;756;49275;41.75,-6.0
2023-06-29;León;150525;8;10584;1753;24089;42.666667,-6.0
2023-06-29;Palencia;67925;2;4516;760;34120;42.432128,-4.520647
2023-06-28;Ávila;;9;3768;655;5019;40.616092,-4.929031
2023-06-28;Palencia;67923;1;4515;760;34120;42.432128,-4.520647
2023-06-28;Segovia;52034;2;2991;485;40004;41.166667,-4.0
2023-06-28;Valladolid;197070;7;13327;1787;47186;41.583333,-4.666667
2023-06-28;Zamora;58575;2;4224;756;49275;41.75,-6.0
2023-06-28;Burgos;129625;1;8292;1188;9059;42.383333,-3.666667
2023-06-28;León;150517;5;10583;1753;24089;42.666667,-6.0
2023-06-28;Soria;35096;0;2287;398;42173;41.666667,-2.666667
2023-06-28;Salamanca;118977;10;7506;1275;37274;40.833333,-6.0
2023-06-27;León;150512;9;10581;1753;24089;42.666667,-6.0
2023-06-27;Salamanca;118967;12;7506;1275;37274;40.833333,-6.0
2023-06-27;Burgos;129624;2;8292;1188;9059;42.383333,-3.666667
2023-06-27;Segovia;52032;3;2991;485;40004;41.166667,-4.0
2023-06-27;Soria;35096;1;2287;398;42173;41.666667,-2.666667
2023-06-27;Valladolid;197063;9;13325;1787;47186;41.583333,-4.666667
2023-06-27;Ávila;;4;3764;655;5019;40.616092,-4.929031
2023-06-27;Palencia;67922;1;4515;760;34120;42.432128,-4.520647
2023-06-27;Zamora;58573;4;4223;756;49275;41.75,-6.0
2023-06-26;Burgos;129622;4;8291;1188;9059;42.383333,-3.666667
2023-06-26;León;150503;7;10580;1753;24089;42.666667,-6.0
2023-06-26;Salamanca;118955;5;7505;1275;37274;40.833333,-6.0
2023-06-26;Soria;35095;0;2286;398;42173;41.666667,-2.666667
2023-06-26;Zamora;58569;1;4223;756;49275;41.75,-6.0
2023-06-26;Ávila;;4;3763;655;5019;40.616092,-4.929031
2023-06-26;Palencia;67921;3;4515;760;34120;42.432128,-4.520647
2023-06-26;Segovia;52029;0;2991;485;40004;41.166667,-4.0
2023-06-26;Valladolid;197054;7;13324;1787;47186;41.583333,-4.666667
2023-06-25;León;150496;3;10580;1753;24089;42.666667,-6.0
2023-06-25;Segovia;52029;1;2991;485;40004;41.166667,-4.0
2023-06-25;Ávila;;1;3763;655;5019;40.616092,-4.929031
2023-06-25;Burgos;129618;1;8291;1188;9059;42.383333,-3.666667
2023-06-25;Palencia;67918;2;4515;760;34120;42.432128,-4.520647
2023-06-25;Salamanca;118950;4;7505;1275;37274;40.833333,-6.0
2023-06-25;Zamora;58568;1;4223;756;49275;41.75,-6.0
2023-06-25;Soria;35095;0;2286;398;42173;41.666667,-2.666667
2023-06-25;Valladolid;197047;1;13324;1787;47186;41.583333,-4.666667
2023-06-24;Palencia;67916;0;4515;760;34120;42.432128,-4.520647
2023-06-24;Valladolid;197046;4;13324;1787;47186;41.583333,-4.666667
2023-06-24;Ávila;;4;3763;655;5019;40.616092,-4.929031
2023-06-24;Burgos;129617;3;8290;1188;9059;42.383333,-3.666667
2023-06-24;León;150493;5;10580;1753;24089;42.666667,-6.0
2023-06-24;Segovia;52028;0;2991;485;40004;41.166667,-4.0
2023-06-24;Zamora;58567;1;4223;756;49275;41.75,-6.0
2023-06-24;Salamanca;118946;4;7503;1275;37274;40.833333,-6.0
2023-06-24;Soria;35095;1;2286;398;42173;41.666667,-2.666667
2023-06-23;Burgos;129614;2;8287;1188;9059;42.383333,-3.666667
2023-06-23;León;150488;9;10578;1753;24089;42.666667,-6.0
2023-06-23;Soria;35094;1;2286;398;42173;41.666667,-2.666667
2023-06-23;Ávila;;4;3761;655;5019;40.616092,-4.929031
2023-06-23;Palencia;67916;1;4515;760;34120;42.432128,-4.520647
2023-06-23;Salamanca;118942;12;7501;1275;37274;40.833333,-6.0
2023-06-23;Valladolid;197042;9;13320;1787;47186;41.583333,-4.666667
2023-06-23;Zamora;58566;4;4221;756;49275;41.75,-6.0
2023-06-23;Segovia;52028;3;2991;485;40004;41.166667,-4.0
2023-06-22;Burgos;129612;4;8286;1188;9059;42.383333,-3.666667
2023-06-22;León;150479;7;10575;1753;24089;42.666667,-6.0
2023-06-22;Palencia;67915;3;4515;760;34120;42.432128,-4.520647
2023-06-22;Segovia;52025;5;2990;485;40004;41.166667,-4.0
2023-06-22;Soria;35093;4;2284;398;42173;41.666667,-2.666667
2023-06-22;Valladolid;197033;6;13318;1787;47186;41.583333,-4.666667
2023-06-22;Ávila;;3;3761;655;5019;40.616092,-4.929031
2023-06-22;Salamanca;118930;6;7499;1275;37274;40.833333,-6.0
2023-06-22;Zamora;58562;2;4221;756;49275;41.75,-6.0
2023-06-21;Valladolid;197027;2;13315;1786;47186;41.583333,-4.666667
2023-06-21;Palencia;67912;0;4514;759;34120;42.432128,-4.520647
2023-06-21;Segovia;52020;0;2989;485;40004;41.166667,-4.0
2023-06-21;Zamora;58560;11;4219;756;49275;41.75,-6.0
2023-06-21;Ávila;;8;3760;655;5019;40.616092,-4.929031
