fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2021-12-02;Soria;12790;39;1430;296;42173;41.666667,-2.666667
2021-12-02;Zamora;18774;57;2223;469;49275;41.75,-6.0
2021-12-02;Burgos;54423;129;5054;811;9059;42.383333,-3.666667
2021-12-02;León;53875;169;5749;1226;24089;42.666667,-6.0
2021-12-02;Palencia;25562;43;2581;505;34120;42.432128,-4.520647
2021-12-01;Burgos;54294;116;5047;811;9059;42.383333,-3.666667
2021-12-01;Palencia;25519;28;2579;505;34120;42.432128,-4.520647
2021-12-01;Segovia;21787;24;2079;385;40004;41.166667,-4.0
2021-12-01;Soria;12751;32;1429;296;42173;41.666667,-2.666667
2021-12-01;Valladolid;70164;308;8337;1295;47186;41.583333,-4.666667
2021-12-01;Zamora;18717;42;2222;469;49275;41.75,-6.0
2021-12-01;Ávila;18156;62;2003;388;5019;40.616092,-4.929031
2021-12-01;León;53706;164;5744;1226;24089;42.666667,-6.0
2021-12-01;Salamanca;41208;128;4417;892;37274;40.833333,-6.0
2021-11-30;Burgos;54178;55;5042;811;9059;42.383333,-3.666667
2021-11-30;León;53542;124;5738;1225;24089;42.666667,-6.0
2021-11-30;Palencia;25491;29;2576;505;34120;42.432128,-4.520647
2021-11-30;Salamanca;41080;61;4412;891;37274;40.833333,-6.0
2021-11-30;Segovia;21763;27;2079;385;40004;41.166667,-4.0
2021-11-30;Valladolid;69856;207;8326;1295;47186;41.583333,-4.666667
2021-11-30;Zamora;18675;58;2218;469;49275;41.75,-6.0
2021-11-30;Ávila;18094;30;1996;386;5019;40.616092,-4.929031
2021-11-30;Soria;12719;18;1429;296;42173;41.666667,-2.666667
2021-11-29;Burgos;54123;44;5038;811;9059;42.383333,-3.666667
2021-11-29;Palencia;25462;24;2576;505;34120;42.432128,-4.520647
2021-11-29;Salamanca;41020;51;4410;890;37274;40.833333,-6.0
2021-11-29;Soria;12701;5;1427;296;42173;41.666667,-2.666667
2021-11-29;Valladolid;69649;68;8318;1295;47186;41.583333,-4.666667
2021-11-29;Zamora;18617;6;2218;469;49275;41.75,-6.0
2021-11-29;Ávila;18066;23;1990;385;5019;40.616092,-4.929031
2021-11-29;León;53418;33;5733;1224;24089;42.666667,-6.0
2021-11-29;Segovia;21736;13;2079;385;40004;41.166667,-4.0
2021-11-28;León;53371;48;5732;1223;24089;42.666667,-6.0
2021-11-28;Palencia;25439;14;2576;505;34120;42.432128,-4.520647
2021-11-28;Soria;12696;9;1427;296;42173;41.666667,-2.666667
2021-11-28;Burgos;54066;75;5038;811;9059;42.383333,-3.666667
2021-11-28;Zamora;18609;4;2218;469;49275;41.75,-6.0
2021-11-28;Ávila;18042;27;1989;384;5019;40.616092,-4.929031
2021-11-28;Salamanca;40965;57;4409;889;37274;40.833333,-6.0
2021-11-28;Segovia;21723;11;2079;385;40004;41.166667,-4.0
2021-11-28;Valladolid;69581;95;8318;1295;47186;41.583333,-4.666667
2021-11-27;Ávila;18015;47;1988;383;5019;40.616092,-4.929031
2021-11-27;Palencia;25425;12;2576;505;34120;42.432128,-4.520647
2021-11-27;Salamanca;40908;85;4408;888;37274;40.833333,-6.0
2021-11-27;Valladolid;69486;172;8318;1295;47186;41.583333,-4.666667
2021-11-27;Zamora;18605;33;2218;469;49275;41.75,-6.0
2021-11-27;León;53323;114;5732;1223;24089;42.666667,-6.0
2021-11-27;Segovia;21712;22;2079;384;40004;41.166667,-4.0
2021-11-27;Burgos;53991;111;5037;811;9059;42.383333,-3.666667
2021-11-27;Soria;12687;13;1427;296;42173;41.666667,-2.666667
2021-11-26;Ávila;17968;50;1985;383;5019;40.616092,-4.929031
2021-11-26;Burgos;53880;108;5032;811;9059;42.383333,-3.666667
2021-11-26;Soria;12674;7;1426;296;42173;41.666667,-2.666667
2021-11-26;Salamanca;40823;102;4400;887;37274;40.833333,-6.0
2021-11-26;Segovia;21690;15;2079;384;40004;41.166667,-4.0
2021-11-26;Valladolid;69314;138;8310;1295;47186;41.583333,-4.666667
2021-11-26;León;53209;141;5730;1222;24089;42.666667,-6.0
2021-11-26;Palencia;25413;10;2575;504;34120;42.432128,-4.520647
2021-11-26;Zamora;18572;31;2216;469;49275;41.75,-6.0
2021-11-25;Ávila;17919;27;1984;382;5019;40.616092,-4.929031
2021-11-25;Burgos;53773;80;5030;810;9059;42.383333,-3.666667
2021-11-25;León;53068;129;5730;1222;24089;42.666667,-6.0
2021-11-25;Salamanca;40721;49;4398;887;37274;40.833333,-6.0
2021-11-25;Valladolid;69176;142;8304;1294;47186;41.583333,-4.666667
2021-11-25;Palencia;25403;28;2575;504;34120;42.432128,-4.520647
2021-11-25;Segovia;21675;19;2079;384;40004;41.166667,-4.0
2021-11-25;Soria;12667;12;1426;296;42173;41.666667,-2.666667
2021-11-25;Zamora;18542;38;2216;469;49275;41.75,-6.0
2021-11-24;Ávila;17892;64;1980;381;5019;40.616092,-4.929031
2021-11-24;Soria;12655;13;1426;296;42173;41.666667,-2.666667
2021-11-24;Valladolid;69036;115;8303;1294;47186;41.583333,-4.666667
2021-11-24;Burgos;53694;90;5028;810;9059;42.383333,-3.666667
2021-11-24;Palencia;25375;11;2574;504;34120;42.432128,-4.520647
2021-11-24;Salamanca;40672;91;4396;886;37274;40.833333,-6.0
2021-11-24;Segovia;21656;16;2080;384;40004;41.166667,-4.0
2021-11-24;León;52939;99;5730;1222;24089;42.666667,-6.0
2021-11-24;Zamora;18504;14;2215;469;49275;41.75,-6.0
2021-11-23;León;52843;119;5725;1220;24089;42.666667,-6.0
2021-11-23;Segovia;21640;27;2079;384;40004;41.166667,-4.0
2021-11-23;Zamora;18490;43;2212;468;49275;41.75,-6.0
2021-11-23;Burgos;53604;26;5025;810;9059;42.383333,-3.666667
2021-11-23;Valladolid;68921;138;8299;1294;47186;41.583333,-4.666667
2021-11-23;Ávila;17828;55;1978;380;5019;40.616092,-4.929031
2021-11-23;Palencia;25365;36;2574;504;34120;42.432128,-4.520647
2021-11-23;Salamanca;40581;45;4396;886;37274;40.833333,-6.0
2021-11-23;Soria;12643;4;1426;296;42173;41.666667,-2.666667
2021-11-22;Ávila;17775;30;1975;380;5019;40.616092,-4.929031
2021-11-22;Palencia;25330;3;2574;504;34120;42.432128,-4.520647
2021-11-22;Segovia;21613;12;2078;384;40004;41.166667,-4.0
2021-11-22;Soria;12640;8;1425;296;42173;41.666667,-2.666667
2021-11-22;Burgos;53578;42;5012;809;9059;42.383333,-3.666667
2021-11-22;León;52724;20;5723;1220;24089;42.666667,-6.0
2021-11-22;Salamanca;40538;10;4392;886;37274;40.833333,-6.0
2021-11-22;Valladolid;68785;53;8289;1292;47186;41.583333,-4.666667
2021-11-22;Zamora;18447;3;2210;468;49275;41.75,-6.0
2021-11-21;Segovia;21601;8;2078;384;40004;41.166667,-4.0
2021-11-21;Valladolid;68726;43;8288;1291;47186;41.583333,-4.666667
2021-11-21;León;52697;30;5723;1220;24089;42.666667,-6.0
2021-11-21;Soria;12637;4;1425;296;42173;41.666667,-2.666667
2021-11-21;Zamora;18442;4;2210;468;49275;41.75,-6.0
2021-11-21;Ávila;17743;25;1975;380;5019;40.616092,-4.929031
2021-11-21;Burgos;53529;48;5012;808;9059;42.383333,-3.666667
2021-11-21;Palencia;25323;20;2574;504;34120;42.432128,-4.520647
2021-11-21;Salamanca;40514;30;4392;886;37274;40.833333,-6.0
2021-11-20;Salamanca;40484;96;4392;886;37274;40.833333,-6.0
2021-11-20;Soria;12633;3;1425;296;42173;41.666667,-2.666667
2021-11-20;Ávila;17718;78;1974;380;5019;40.616092,-4.929031
2021-11-20;Zamora;18438;27;2210;468;49275;41.75,-6.0
2021-11-20;Burgos;53481;81;5011;808;9059;42.383333,-3.666667
2021-11-20;León;52667;111;5722;1220;24089;42.666667,-6.0
2021-11-20;Palencia;25303;25;2574;504;34120;42.432128,-4.520647
2021-11-20;Segovia;21593;14;2078;384;40004;41.166667,-4.0
2021-11-20;Valladolid;68683;104;8288;1291;47186;41.583333,-4.666667
2021-11-19;Segovia;21579;13;2078;384;40004;41.166667,-4.0
2021-11-19;Soria;12630;6;1425;296;42173;41.666667,-2.666667
2021-11-19;Burgos;53400;57;5007;808;9059;42.383333,-3.666667
2021-11-19;León;52556;73;5721;1220;24089;42.666667,-6.0
2021-11-19;Palencia;25278;16;2573;504;34120;42.432128,-4.520647
2021-11-19;Salamanca;40388;47;4391;886;37274;40.833333,-6.0
2021-11-19;Valladolid;68579;138;8285;1291;47186;41.583333,-4.666667
2021-11-19;Zamora;18411;18;2209;468;49275;41.75,-6.0
2021-11-19;Ávila;17640;74;1971;380;5019;40.616092,-4.929031
2021-11-18;Valladolid;68441;79;8280;1291;47186;41.583333,-4.666667
2021-11-18;Burgos;53343;39;5004;808;9059;42.383333,-3.666667
2021-11-18;León;52483;101;5721;1220;24089;42.666667,-6.0
2021-11-18;Salamanca;40341;40;4388;886;37274;40.833333,-6.0
2021-11-18;Segovia;21566;10;2078;384;40004;41.166667,-4.0
2021-11-18;Soria;12626;2;1425;296;42173;41.666667,-2.666667
2021-11-18;Zamora;18393;6;2208;468;49275;41.75,-6.0
2021-11-18;Ávila;17566;52;1968;380;5019;40.616092,-4.929031
2021-11-18;Palencia;25262;11;2573;504;34120;42.432128,-4.520647
2021-11-17;Burgos;53307;58;5001;807;9059;42.383333,-3.666667
2021-11-17;Palencia;25251;7;2572;504;34120;42.432128,-4.520647
2021-11-17;Zamora;18387;7;2208;468;49275;41.75,-6.0
2021-11-17;Ávila;17514;45;1965;379;5019;40.616092,-4.929031
2021-11-17;León;52382;88;5717;1219;24089;42.666667,-6.0
2021-11-17;Salamanca;40301;50;4384;886;37274;40.833333,-6.0
2021-11-17;Segovia;21556;9;2076;383;40004;41.166667,-4.0
2021-11-17;Soria;12625;4;1425;296;42173;41.666667,-2.666667
2021-11-17;Valladolid;68362;77;8279;1291;47186;41.583333,-4.666667
2021-11-16;Palencia;25245;22;2572;504;34120;42.432128,-4.520647
2021-11-16;Salamanca;40251;28;4383;886;37274;40.833333,-6.0
2021-11-16;Valladolid;68286;66;8270;1291;47186;41.583333,-4.666667
2021-11-16;Burgos;53249;38;4999;807;9059;42.383333,-3.666667
2021-11-16;León;52294;50;5716;1218;24089;42.666667,-6.0
2021-11-16;Soria;12621;2;1425;296;42173;41.666667,-2.666667
2021-11-16;Zamora;18380;13;2207;468;49275;41.75,-6.0
2021-11-16;Ávila;17469;40;1965;379;5019;40.616092,-4.929031
2021-11-16;Segovia;21547;15;2075;383;40004;41.166667,-4.0
2021-11-15;León;52244;11;5713;1218;24089;42.666667,-6.0
2021-11-15;Salamanca;40223;5;4379;885;37274;40.833333,-6.0
2021-11-15;Zamora;18367;1;2206;468;49275;41.75,-6.0
2021-11-15;Ávila;17429;19;1964;379;5019;40.616092,-4.929031
2021-11-15;Burgos;53212;12;4992;807;9059;42.383333,-3.666667
2021-11-15;Palencia;25223;4;2572;504;34120;42.432128,-4.520647
2021-11-15;Segovia;21532;8;2075;383;40004;41.166667,-4.0
2021-11-15;Soria;12619;3;1423;296;42173;41.666667,-2.666667
2021-11-15;Valladolid;68221;26;8269;1290;47186;41.583333,-4.666667
2021-11-14;Ávila;17409;11;1964;379;5019;40.616092,-4.929031
2021-11-14;Salamanca;40217;7;4379;885;37274;40.833333,-6.0
2021-11-14;Segovia;21524;2;2075;383;40004;41.166667,-4.0
2021-11-14;Valladolid;68190;24;8269;1290;47186;41.583333,-4.666667
2021-11-14;León;52230;11;5713;1218;24089;42.666667,-6.0
2021-11-14;Soria;12617;2;1423;296;42173;41.666667,-2.666667
2021-11-14;Zamora;18365;0;2206;468;49275;41.75,-6.0
2021-11-14;Burgos;53199;31;4990;806;9059;42.383333,-3.666667
2021-11-14;Palencia;25218;11;2572;504;34120;42.432128,-4.520647
2021-11-13;Palencia;25207;9;2572;504;34120;42.432128,-4.520647
2021-11-13;León;52219;47;5713;1218;24089;42.666667,-6.0
2021-11-13;Salamanca;40210;19;4377;885;37274;40.833333,-6.0
2021-11-13;Soria;12615;6;1422;296;42173;41.666667,-2.666667
2021-11-13;Valladolid;68166;52;8268;1290;47186;41.583333,-4.666667
2021-11-13;Ávila;17398;21;1963;378;5019;40.616092,-4.929031
2021-11-13;Burgos;53168;42;4988;804;9059;42.383333,-3.666667
2021-11-13;Segovia;21522;15;2075;383;40004;41.166667,-4.0
2021-11-13;Zamora;18365;7;2206;468;49275;41.75,-6.0
2021-11-12;Burgos;53126;53;4980;802;9059;42.383333,-3.666667
2021-11-12;Segovia;21507;8;2072;382;40004;41.166667,-4.0
2021-11-12;León;52172;34;5713;1218;24089;42.666667,-6.0
2021-11-12;Palencia;25198;3;2570;504;34120;42.432128,-4.520647
2021-11-12;Ávila;17377;34;1963;378;5019;40.616092,-4.929031
2021-11-12;Salamanca;40191;19;4375;885;37274;40.833333,-6.0
2021-11-12;Soria;12609;3;1422;296;42173;41.666667,-2.666667
2021-11-12;Valladolid;68114;61;8266;1290;47186;41.583333,-4.666667
2021-11-12;Zamora;18358;2;2206;468;49275;41.75,-6.0
2021-11-11;Palencia;25195;9;2570;504;34120;42.432128,-4.520647
2021-11-11;Valladolid;68053;60;8264;1289;47186;41.583333,-4.666667
2021-11-11;Zamora;18356;14;2205;467;49275;41.75,-6.0
2021-11-11;Burgos;53073;55;4977;802;9059;42.383333,-3.666667
2021-11-11;Salamanca;40172;20;4374;884;37274;40.833333,-6.0
2021-11-11;Soria;12604;0;1422;296;42173;41.666667,-2.666667
2021-11-11;Ávila;17344;14;1963;378;5019;40.616092,-4.929031
2021-11-11;León;52138;27;5712;1218;24089;42.666667,-6.0
2021-11-11;Segovia;21499;9;2072;382;40004;41.166667,-4.0
2021-11-10;Segovia;21490;12;2072;382;40004;41.166667,-4.0
2021-11-10;Soria;12605;3;1422;296;42173;41.666667,-2.666667
2021-11-10;León;52111;33;5711;1218;24089;42.666667,-6.0
2021-11-10;Zamora;18342;6;2203;467;49275;41.75,-6.0
2021-11-10;Ávila;17330;19;1963;378;5019;40.616092,-4.929031
2021-11-10;Burgos;53019;27;4975;802;9059;42.383333,-3.666667
2021-11-10;Palencia;25186;22;2569;504;34120;42.432128,-4.520647
2021-11-10;Salamanca;40153;20;4374;884;37274;40.833333,-6.0
2021-11-10;Valladolid;67992;41;8261;1289;47186;41.583333,-4.666667
2021-11-09;León;52078;17;5711;1218;24089;42.666667,-6.0
2021-11-09;Segovia;21478;28;2072;382;40004;41.166667,-4.0
2021-11-09;Valladolid;67953;46;8258;1288;47186;41.583333,-4.666667
2021-11-09;Zamora;18336;11;2202;467;49275;41.75,-6.0
2021-11-09;Burgos;52993;30;4972;802;9059;42.383333,-3.666667
2021-11-09;Ávila;17311;24;1962;378;5019;40.616092,-4.929031
2021-11-09;Palencia;25166;11;2567;504;34120;42.432128,-4.520647
2021-11-09;Salamanca;40134;7;4374;884;37274;40.833333,-6.0
2021-11-09;Soria;12602;0;1422;296;42173;41.666667,-2.666667
2021-11-08;Ávila;17287;5;1961;378;5019;40.616092,-4.929031
2021-11-08;Burgos;52963;9;4971;802;9059;42.383333,-3.666667
2021-11-08;Palencia;25155;1;2567;504;34120;42.432128,-4.520647
2021-11-08;Soria;12603;1;1418;295;42173;41.666667,-2.666667
2021-11-08;Zamora;18325;2;2202;467;49275;41.75,-6.0
2021-11-08;Salamanca;40127;1;4371;884;37274;40.833333,-6.0
2021-11-08;Segovia;21451;4;2070;381;40004;41.166667,-4.0
2021-11-08;Valladolid;67908;8;8256;1288;47186;41.583333,-4.666667
2021-11-08;León;52061;6;5710;1218;24089;42.666667,-6.0
2021-11-07;León;;;5710;1218;24089;42.666667,-6.0
2021-11-07;Segovia;;;2070;381;40004;41.166667,-4.0
2021-11-07;Ávila;;;1961;378;5019;40.616092,-4.929031
2021-11-07;Valladolid;;;8255;1288;47186;41.583333,-4.666667
2021-11-07;Zamora;;;2202;467;49275;41.75,-6.0
2021-11-07;Burgos;;;4966;800;9059;42.383333,-3.666667
2021-11-07;Palencia;;;2567;504;34120;42.432128,-4.520647
2021-11-07;Salamanca;;;4371;884;37274;40.833333,-6.0
2021-11-07;Soria;;;1418;295;42173;41.666667,-2.666667
2021-11-06;Salamanca;;;4371;884;37274;40.833333,-6.0
2021-11-06;Segovia;;;2069;381;40004;41.166667,-4.0
2021-11-06;Soria;;;1418;295;42173;41.666667,-2.666667
2021-11-06;Valladolid;;;8253;1287;47186;41.583333,-4.666667
2021-11-06;Zamora;;;2202;467;49275;41.75,-6.0
2021-11-06;Ávila;;;1961;378;5019;40.616092,-4.929031
2021-11-06;Burgos;;;4964;800;9059;42.383333,-3.666667
2021-11-06;León;;;5710;1218;24089;42.666667,-6.0
2021-11-06;Palencia;;;2567;504;34120;42.432128,-4.520647
2021-11-05;Valladolid;67858;25;8252;1287;47186;41.583333,-4.666667
2021-11-05;Zamora;18316;5;2200;467;49275;41.75,-6.0
2021-11-05;Ávila;17249;13;1960;378;5019;40.616092,-4.929031
2021-11-05;Burgos;52893;48;4960;800;9059;42.383333,-3.666667
2021-11-05;León;52039;7;5707;1218;24089;42.666667,-6.0
2021-11-05;Palencia;25144;7;2567;504;34120;42.432128,-4.520647
2021-11-05;Segovia;21428;15;2069;381;40004;41.166667,-4.0
2021-11-05;Salamanca;40100;27;4367;883;37274;40.833333,-6.0
2021-11-05;Soria;12595;5;1418;295;42173;41.666667,-2.666667
2021-11-04;Burgos;52845;63;4957;799;9059;42.383333,-3.666667
2021-11-04;León;52032;8;5706;1217;24089;42.666667,-6.0
2021-11-04;Palencia;25138;6;2566;504;34120;42.432128,-4.520647
2021-11-04;Soria;12590;5;1417;295;42173;41.666667,-2.666667
2021-11-04;Ávila;17235;4;1959;378;5019;40.616092,-4.929031
2021-11-04;Zamora;18311;8;2200;467;49275;41.75,-6.0
2021-11-04;Salamanca;40075;17;4367;883;37274;40.833333,-6.0
2021-11-04;Segovia;21414;11;2069;381;40004;41.166667,-4.0
2021-11-04;Valladolid;67833;24;8252;1287;47186;41.583333,-4.666667
2021-11-03;Valladolid;67811;26;8250;1286;47186;41.583333,-4.666667
2021-11-03;Burgos;52783;47;4955;799;9059;42.383333,-3.666667
2021-11-03;León;52024;7;5704;1217;24089;42.666667,-6.0
2021-11-03;Salamanca;40058;22;4366;882;37274;40.833333,-6.0
2021-11-03;Segovia;21404;19;2067;380;40004;41.166667,-4.0
2021-11-03;Ávila;17231;15;1959;378;5019;40.616092,-4.929031
2021-11-03;Palencia;25132;5;2564;504;34120;42.432128,-4.520647
2021-11-03;Soria;12586;2;1417;295;42173;41.666667,-2.666667
2021-11-03;Zamora;18303;4;2200;467;49275;41.75,-6.0
2021-11-02;Ávila;17216;0;1958;378;5019;40.616092,-4.929031
2021-11-02;Valladolid;67785;6;8247;1285;47186;41.583333,-4.666667
2021-11-02;Zamora;18300;2;2199;467;49275;41.75,-6.0
2021-11-02;Burgos;52736;13;4955;799;9059;42.383333,-3.666667
2021-11-02;León;52017;2;5702;1217;24089;42.666667,-6.0
2021-11-02;Palencia;25127;0;2564;504;34120;42.432128,-4.520647
2021-11-02;Salamanca;40036;4;4364;881;37274;40.833333,-6.0
2021-11-02;Segovia;21385;4;2066;380;40004;41.166667,-4.0
2021-11-02;Soria;12585;4;1417;295;42173;41.666667,-2.666667
2021-11-01;Ávila;;;1958;378;5019;40.616092,-4.929031
2021-11-01;Burgos;;;4954;799;9059;42.383333,-3.666667
2021-11-01;León;;;5702;1217;24089;42.666667,-6.0
2021-11-01;Valladolid;;;8247;1285;47186;41.583333,-4.666667
2021-11-01;Palencia;;;2564;504;34120;42.432128,-4.520647
2021-11-01;Salamanca;;;4364;881;37274;40.833333,-6.0
2021-11-01;Segovia;;;2066;380;40004;41.166667,-4.0
2021-11-01;Soria;;;1417;295;42173;41.666667,-2.666667
2021-11-01;Zamora;;;2199;467;49275;41.75,-6.0
2021-10-31;Burgos;;;4954;799;9059;42.383333,-3.666667
2021-10-31;Palencia;;;2564;504;34120;42.432128,-4.520647
2021-10-31;Soria;;;1417;295;42173;41.666667,-2.666667
2021-10-31;Zamora;;;2199;467;49275;41.75,-6.0
2021-10-31;León;;;5702;1217;24089;42.666667,-6.0
2021-10-31;Segovia;;;2065;380;40004;41.166667,-4.0
2021-10-31;Valladolid;;;8247;1285;47186;41.583333,-4.666667
2021-10-31;Ávila;;;1958;378;5019;40.616092,-4.929031
2021-10-31;Salamanca;;;4364;881;37274;40.833333,-6.0
2021-10-30;Palencia;;;2564;504;34120;42.432128,-4.520647
2021-10-30;Salamanca;;;4364;881;37274;40.833333,-6.0
2021-10-30;Soria;;;1417;295;42173;41.666667,-2.666667
2021-10-30;Zamora;;;2199;467;49275;41.75,-6.0
2021-10-30;Segovia;;;2065;380;40004;41.166667,-4.0
2021-10-30;Valladolid;;;8246;1284;47186;41.583333,-4.666667
2021-10-30;Ávila;;;1958;378;5019;40.616092,-4.929031
2021-10-30;Burgos;;;4954;799;9059;42.383333,-3.666667
2021-10-30;León;;;5702;1217;24089;42.666667,-6.0
2021-10-29;Burgos;52666;34;4952;799;9059;42.383333,-3.666667
2021-10-29;Salamanca;40005;13;4361;881;37274;40.833333,-6.0
2021-10-29;Soria;12563;9;1416;295;42173;41.666667,-2.666667
2021-10-29;Zamora;18295;4;2198;467;49275;41.75,-6.0
2021-10-29;Ávila;17200;14;1958;378;5019;40.616092,-4.929031
2021-10-29;León;52003;13;5702;1217;24089;42.666667,-6.0
2021-10-29;Valladolid;67752;11;8243;1284;47186;41.583333,-4.666667
2021-10-29;Palencia;25118;4;2564;504;34120;42.432128,-4.520647
2021-10-29;Segovia;21361;19;2065;380;40004;41.166667,-4.0
2021-10-28;León;51990;7;5701;1216;24089;42.666667,-6.0
2021-10-28;Palencia;25114;10;2563;504;34120;42.432128,-4.520647
2021-10-28;Salamanca;39993;6;4359;880;37274;40.833333,-6.0
2021-10-28;Burgos;52633;21;4950;798;9059;42.383333,-3.666667
2021-10-28;Segovia;21344;11;2064;380;40004;41.166667,-4.0
2021-10-28;Soria;12554;8;1416;295;42173;41.666667,-2.666667
2021-10-28;Valladolid;67741;16;8241;1282;47186;41.583333,-4.666667
2021-10-28;Zamora;18291;6;2198;467;49275;41.75,-6.0
2021-10-28;Ávila;17186;7;1957;378;5019;40.616092,-4.929031
2021-10-27;Ávila;17179;9;1956;378;5019;40.616092,-4.929031
2021-10-27;Segovia;21335;20;2064;380;40004;41.166667,-4.0
2021-10-27;Burgos;52610;30;4947;798;9059;42.383333,-3.666667
2021-10-27;Palencia;25104;3;2563;504;34120;42.432128,-4.520647
2021-10-27;Soria;12548;6;1415;295;42173;41.666667,-2.666667
2021-10-27;León;51983;14;5699;1216;24089;42.666667,-6.0
2021-10-27;Salamanca;39986;18;4358;880;37274;40.833333,-6.0
2021-10-27;Valladolid;67726;26;8240;1282;47186;41.583333,-4.666667
2021-10-27;Zamora;18285;1;2198;467;49275;41.75,-6.0
2021-10-26;Burgos;52580;12;4947;798;9059;42.383333,-3.666667
2021-10-26;Salamanca;39968;11;4357;880;37274;40.833333,-6.0
2021-10-26;León;51969;20;5699;1216;24089;42.666667,-6.0
2021-10-26;Soria;12542;12;1415;295;42173;41.666667,-2.666667
2021-10-26;Ávila;17172;12;1954;378;5019;40.616092,-4.929031
2021-10-26;Palencia;25101;12;2562;504;34120;42.432128,-4.520647
2021-10-26;Segovia;21315;3;2063;380;40004;41.166667,-4.0
2021-10-26;Valladolid;67701;34;8240;1282;47186;41.583333,-4.666667
2021-10-26;Zamora;18284;7;2198;467;49275;41.75,-6.0
2021-10-25;Palencia;25091;8;2562;504;34120;42.432128,-4.520647
2021-10-25;Segovia;21312;8;2063;380;40004;41.166667,-4.0
2021-10-25;Soria;12531;1;1415;295;42173;41.666667,-2.666667
2021-10-25;Valladolid;67667;6;8238;1282;47186;41.583333,-4.666667
2021-10-25;Ávila;17160;2;1954;378;5019;40.616092,-4.929031
2021-10-25;León;51949;1;5698;1216;24089;42.666667,-6.0
2021-10-25;Salamanca;39957;1;4357;880;37274;40.833333,-6.0
2021-10-25;Zamora;18277;1;2197;467;49275;41.75,-6.0
2021-10-25;Burgos;52568;3;4946;798;9059;42.383333,-3.666667
2021-10-24;Burgos;;;4945;798;9059;42.383333,-3.666667
2021-10-24;Zamora;;;2197;467;49275;41.75,-6.0
2021-10-24;Salamanca;;;4357;880;37274;40.833333,-6.0
2021-10-24;Valladolid;;;8238;1282;47186;41.583333,-4.666667
2021-10-24;Ávila;;;1954;378;5019;40.616092,-4.929031
2021-10-24;León;;;5698;1216;24089;42.666667,-6.0
2021-10-24;Palencia;;;2562;504;34120;42.432128,-4.520647
2021-10-24;Segovia;;;2063;380;40004;41.166667,-4.0
2021-10-24;Soria;;;1415;295;42173;41.666667,-2.666667
2021-10-23;Burgos;;;4945;798;9059;42.383333,-3.666667
2021-10-23;León;;;5696;1216;24089;42.666667,-6.0
2021-10-23;Palencia;;;2562;504;34120;42.432128,-4.520647
2021-10-23;Salamanca;;;4357;880;37274;40.833333,-6.0
2021-10-23;Ávila;;;1954;378;5019;40.616092,-4.929031
2021-10-23;Soria;;;1415;295;42173;41.666667,-2.666667
2021-10-23;Zamora;;;2197;467;49275;41.75,-6.0
2021-10-23;Segovia;;;2063;380;40004;41.166667,-4.0
2021-10-23;Valladolid;;;8236;1280;47186;41.583333,-4.666667
2021-10-22;Ávila;17140;14;1953;378;5019;40.616092,-4.929031
2021-10-22;Burgos;52540;21;4944;798;9059;42.383333,-3.666667
2021-10-22;Salamanca;39934;24;4356;880;37274;40.833333,-6.0
2021-10-22;Palencia;25074;1;2560;504;34120;42.432128,-4.520647
2021-10-22;Soria;12522;7;1415;295;42173;41.666667,-2.666667
2021-10-22;Valladolid;67647;27;8234;1279;47186;41.583333,-4.666667
2021-10-22;Zamora;18265;4;2196;467;49275;41.75,-6.0
2021-10-22;León;51930;52;5693;1216;24089;42.666667,-6.0
2021-10-22;Segovia;21281;17;2063;380;40004;41.166667,-4.0
2021-10-21;Ávila;17126;15;1952;378;5019;40.616092,-4.929031
2021-10-21;Palencia;25073;4;2559;504;34120;42.432128,-4.520647
2021-10-21;Soria;12516;4;1413;295;42173;41.666667,-2.666667
2021-10-21;Valladolid;67620;12;8233;1279;47186;41.583333,-4.666667
2021-10-21;Burgos;52520;15;4942;798;9059;42.383333,-3.666667
2021-10-21;León;51878;18;5692;1215;24089;42.666667,-6.0
2021-10-21;Salamanca;39910;17;4356;880;37274;40.833333,-6.0
2021-10-21;Segovia;21264;19;2063;380;40004;41.166667,-4.0
2021-10-21;Zamora;18264;5;2196;467;49275;41.75,-6.0
2021-10-20;Palencia;25069;3;2559;504;34120;42.432128,-4.520647
2021-10-20;Ávila;17111;28;1952;378;5019;40.616092,-4.929031
2021-10-20;León;51860;12;5692;1215;24089;42.666667,-6.0
2021-10-20;Salamanca;39893;31;4356;880;37274;40.833333,-6.0
2021-10-20;Valladolid;67610;15;8228;1278;47186;41.583333,-4.666667
2021-10-20;Zamora;18259;4;2196;467;49275;41.75,-6.0
2021-10-20;Burgos;52505;18;4940;798;9059;42.383333,-3.666667
2021-10-20;Segovia;21245;8;2062;380;40004;41.166667,-4.0
2021-10-20;Soria;12514;10;1413;295;42173;41.666667,-2.666667
2021-10-19;Ávila;17083;17;1950;377;5019;40.616092,-4.929031
2021-10-19;Valladolid;67595;16;8226;1277;47186;41.583333,-4.666667
2021-10-19;Burgos;52487;11;4940;798;9059;42.383333,-3.666667
2021-10-19;León;51848;6;5692;1215;24089;42.666667,-6.0
2021-10-19;Soria;12504;2;1411;295;42173;41.666667,-2.666667
2021-10-19;Palencia;25066;11;2559;504;34120;42.432128,-4.520647
2021-10-19;Salamanca;39862;14;4356;880;37274;40.833333,-6.0
